SC2,SC3,SC4,B2b,H9New,H10,H11,H12,Z1,Z5,Z10,WEIGHT
4,2,4212,4,4,1,4.0,4.0,6,5,2,0.75
4,2,4211,4,4,2,4.0,4.0,6,5,2,0.75
4,2,4210,4,3,1,4.0,4.0,6,5,2,0.75
4,2,4209,3,3,1,3.0,3.0,3,5,1,0.75
4,2,4209,5,5,1,5.0,4.0,2,6,2,0.75
4,2,4209,4,3,1,,,2,3,2,0.75
4,2,4207,3,4,2,5.0,5.0,6,5,2,0.75
4,2,4179,4,3,1,3.0,3.0,6,6,2,0.75
4,2,4170,5,5,2,4.0,4.0,6,6,2,0.75
4,2,4165,4,5,1,4.0,4.0,5,1,2,0.75
4,2,4152,4,4,1,4.0,4.0,6,3,2,0.75
4,2,4133,2,3,1,3.0,4.0,4,1,2,0.75
4,2,4133,4,4,2,3.0,3.0,6,5,2,0.75
4,2,4133,3,3,2,3.0,3.0,6,5,2,0.75
4,2,4133,4,3,1,4.0,4.0,6,6,2,0.75
4,2,4129,3,3,1,4.0,4.0,6,5,1,0.75
4,2,4124,2,3,1,3.0,3.0,6,6,2,0.75
4,2,4123,4,4,1,3.0,2.0,6,6,2,0.75
4,2,4122,4,4,1,4.0,4.0,5,5,1,0.75
4,2,4122,5,4,1,4.0,4.0,5,5,1,0.75
4,2,4122,5,4,1,4.0,4.0,5,5,1,0.75
4,2,4122,3,4,1,4.0,2.0,6,97,2,0.75
4,2,4116,4,4,1,4.0,3.0,2,5,1,0.75
4,2,4114,4,4,1,4.0,3.0,6,6,2,0.75
4,2,4109,6,4,1,,,2,3,2,0.75
4,2,4108,4,2,1,2.0,2.0,6,3,1,0.75
4,2,4102,4,4,1,4.0,3.0,5,2,2,0.75
4,2,4101,5,4,1,,,6,4,2,0.75
4,2,4074,1,2,1,2.0,1.0,1,5,1,0.75
4,2,4070,4,2,1,3.0,3.0,6,5,2,0.75
4,2,4066,4,2,1,4.0,4.0,5,3,2,0.75
4,2,4064,3,3,1,4.0,4.0,3,3,2,0.75
4,2,4060,4,4,1,4.0,2.0,6,5,2,0.75
4,2,4054,3,4,1,3.0,4.0,4,3,2,0.75
4,2,4053,4,4,1,4.0,4.0,3,5,2,0.75
4,2,4051,4,4,1,4.0,5.0,4,8,2,0.75
4,2,4034,1,3,1,2.0,2.0,6,6,1,0.75
4,2,4034,2,3,1,3.0,3.0,6,5,2,0.75
4,2,4034,6,6,1,4.0,4.0,5,1,2,0.75
4,2,4034,6,6,1,4.0,4.0,6,2,2,0.75
4,2,4018,4,4,2,4.0,4.0,6,97,2,0.75
4,2,4014,4,4,1,4.0,3.0,6,5,2,0.75
4,2,4000,4,5,1,5.0,5.0,4,3,1,0.75
2,2,4559,1,3,1,,,6,2,2,0.94
2,2,4509,5,6,1,4.0,5.0,6,7,1,0.94
2,2,4305,6,6,1,,,6,2,2,0.94
2,2,4285,4,4,1,4.0,3.0,6,2,2,0.94
2,2,4217,3,4,2,3.0,3.0,6,97,2,0.94
2,2,4210,4,4,2,4.0,4.0,3,2,2,0.94
2,2,4171,6,3,1,3.0,3.0,6,7,2,0.94
2,2,4128,3,3,1,3.0,3.0,6,2,2,0.94
2,2,4128,3,5,1,4.0,4.0,6,2,2,0.94
2,2,4122,4,4,1,4.0,4.0,3,2,2,0.94
2,2,4122,6,6,1,4.0,4.0,6,7,2,0.94
2,2,4074,3,6,1,,,6,7,1,0.94
2,2,4074,6,6,1,,,6,7,1,0.94
2,2,4068,6,4,1,,,1,1,2,0.94
2,2,4000,1,6,1,,,1,2,2,0.94
7,2,4573,4,4,1,4.0,3.0,5,3,2,1.02
7,2,4563,5,5,1,5.0,5.0,6,8,2,1.02
7,2,4560,3,4,1,4.0,4.0,5,8,2,1.02
7,2,4511,3,4,1,4.0,4.0,6,3,1,1.02
7,2,4511,5,6,1,4.0,3.0,4,97,2,1.02
7,2,4503,3,4,1,5.0,4.0,6,8,2,1.02
7,2,4503,4,4,1,4.0,4.0,6,8,2,1.02
7,2,4226,4,3,1,,,3,8,2,1.02
7,2,4217,4,4,1,4.0,3.0,6,8,2,1.02
7,2,4217,3,3,1,3.0,3.0,6,8,2,1.02
7,2,4216,4,4,2,,,5,8,2,1.02
7,2,4215,5,5,1,5.0,4.0,2,8,2,1.02
7,2,4214,4,4,1,4.0,3.0,6,8,2,1.02
7,2,4212,4,5,1,5.0,4.0,6,8,2,1.02
7,2,4208,5,4,1,5.0,5.0,6,97,1,1.02
7,2,4184,4,4,2,,,4,8,2,1.02
7,2,4178,5,4,1,4.0,4.0,6,7,2,1.02
7,2,4161,5,5,1,5.0,5.0,6,8,1,1.02
7,2,4118,4,6,1,3.0,5.0,6,8,2,1.02
7,2,4115,3,4,1,4.0,2.0,6,8,2,1.02
7,2,4109,4,4,1,4.0,4.0,6,8,2,1.02
7,2,4105,3,4,1,4.0,3.0,6,8,2,1.02
7,2,4074,4,4,1,3.0,3.0,6,8,2,1.02
7,2,4069,5,4,1,4.0,5.0,6,8,2,1.02
7,2,4068,3,3,1,3.0,2.0,6,8,2,1.02
7,2,4053,4,4,1,,,6,97,1,1.02
7,2,4032,5,5,2,5.0,5.0,6,8,2,1.02
7,2,4879,6,3,1,,,3,2,2,1.04
7,2,4878,3,6,1,2.0,3.0,5,8,1,1.04
7,2,4870,3,4,2,,,4,8,2,1.04
7,2,4868,4,3,1,3.0,3.0,6,8,2,1.04
7,2,4868,5,5,1,5.0,5.0,6,8,2,1.04
7,2,4739,4,3,1,4.0,3.0,6,8,2,1.04
7,2,4702,4,4,2,4.0,3.0,4,3,2,1.04
7,2,4701,4,3,1,3.0,4.0,6,8,2,1.04
7,2,4680,3,5,1,4.0,4.0,3,8,2,1.04
7,2,4670,2,3,1,3.0,4.0,6,8,2,1.04
7,2,4655,4,6,1,4.0,5.0,6,8,2,1.04
7,2,4655,4,3,1,4.0,4.0,6,8,2,1.04
7,2,4580,4,4,1,4.0,4.0,6,8,2,1.04
7,2,4350,4,3,1,3.0,3.0,6,7,2,1.04
7,2,4301,3,3,1,3.0,3.0,6,8,2,1.04
7,2,4078,4,5,1,3.0,3.0,6,6,1,1.04
5,2,4879,5,4,1,4.0,4.0,6,8,2,1.12
5,2,4870,4,5,1,,,6,7,1,1.12
5,2,4870,4,4,1,4.0,4.0,6,8,2,1.12
5,2,4869,3,6,1,4.0,4.0,6,6,2,1.12
5,2,4815,2,2,2,2.0,2.0,6,6,2,1.12
5,2,4740,4,3,1,4.0,4.0,6,8,2,1.12
5,2,4740,4,4,1,4.0,4.0,6,7,2,1.12
5,2,4740,2,2,2,,,6,8,2,1.12
5,2,4702,2,2,1,2.0,2.0,6,3,2,1.12
5,2,4701,4,6,1,4.0,4.0,2,7,2,1.12
5,2,4700,4,6,2,4.0,4.0,6,7,2,1.12
5,2,4680,3,3,1,3.0,4.0,6,7,2,1.12
5,2,4680,5,4,1,4.0,4.0,6,6,2,1.12
5,2,4650,3,3,2,3.0,3.0,5,8,2,1.12
5,2,4570,4,3,1,4.0,4.0,6,3,2,1.12
5,2,4350,1,1,1,3.0,5.0,6,7,1,1.12
2,2,4870,3,4,1,3.0,2.0,3,2,2,1.24
2,2,4869,3,4,1,4.0,2.0,3,5,2,1.24
2,2,4860,4,4,1,4.0,4.0,4,4,2,1.24
2,2,4818,4,4,1,3.0,3.0,6,3,2,1.24
2,2,4815,3,4,1,,,4,7,2,1.24
2,2,4814,4,4,1,4.0,4.0,5,97,2,1.24
2,2,4701,4,4,1,4.0,4.0,4,2,1,1.24
2,2,4701,1,2,1,3.0,2.0,6,4,2,1.24
2,2,4701,4,3,1,3.0,3.0,6,4,2,1.24
2,2,4077,3,4,1,4.0,2.0,4,1,1,1.24
6,2,4551,4,4,1,4.0,4.0,6,8,2,1.26
6,2,4509,4,3,2,3.0,3.0,6,8,1,1.26
6,2,4507,4,3,1,4.0,4.0,6,3,2,1.26
6,2,4502,4,4,1,4.0,3.0,6,97,2,1.26
6,2,4272,5,3,1,4.0,3.0,2,8,2,1.26
6,2,4226,4,4,1,4.0,4.0,3,8,2,1.26
6,2,4217,4,4,1,4.0,4.0,6,8,2,1.26
6,2,4208,3,4,1,4.0,4.0,3,8,2,1.26
6,2,4207,4,4,1,4.0,4.0,6,7,2,1.26
6,2,4170,3,3,1,3.0,3.0,4,8,2,1.26
6,2,4152,4,3,2,,,6,7,2,1.26
6,2,4127,4,4,1,4.0,4.0,6,8,2,1.26
6,2,4123,3,3,1,2.0,2.0,6,8,2,1.26
6,2,4122,5,5,1,5.0,5.0,6,8,2,1.26
6,2,4068,3,3,1,4.0,3.0,6,7,1,1.26
6,2,4061,4,3,1,4.0,4.0,6,8,2,1.26
6,2,4055,4,4,1,4.0,4.0,6,3,2,1.26
6,2,4051,3,3,1,,,6,8,2,1.26
6,2,4022,4,5,1,4.0,4.0,6,8,2,1.26
6,2,4021,5,5,1,4.0,4.0,6,7,2,1.26
6,2,4019,3,3,1,3.0,3.0,6,8,2,1.26
6,2,4017,2,3,1,3.0,2.0,6,7,2,1.26
5,2,4515,5,5,1,5.0,5.0,6,8,2,2.31
5,2,4510,5,6,1,5.0,4.0,6,7,2,2.31
5,2,4500,3,3,2,4.0,4.0,6,6,2,2.31
5,2,4178,6,3,1,,,4,8,2,2.31
5,2,4152,5,3,1,4.0,3.0,2,6,2,2.31
5,2,4133,3,3,1,4.0,2.0,6,8,1,2.31
5,2,4128,2,3,1,4.0,4.0,4,3,2,2.31
5,2,4122,4,3,1,4.0,4.0,6,8,2,2.31
5,2,4121,4,4,1,4.0,3.0,6,7,2,2.31
5,2,4053,2,3,1,4.0,3.0,6,7,2,2.31
6,1,4825,2,2,1,2.0,3.0,6,8,2,0.67
5,2,4825,4,3,1,,,5,8,2,1.12
5,2,4825,2,3,1,3.0,3.0,6,8,2,1.12
7,2,4474,2,3,1,2.0,3.0,6,8,2,1.04
